drugbank_id	name	type	groups	categories
DB00067	Vasopressin	small molecule	approved	Amino Acids, Peptides, and Proteins|Antidiuretic Agents|Cardiovascular Agents|Coagulants|Hematologic Agents|Hemostatics|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Natriuretic Agents|Nerve Tissue Proteins|Neuropeptides|Oligopeptides|Peptide Hormones|Peptides|Pituitary|Pituitary and Hypothalamic Hormones and Analogues|Pituitary Hormones|Pituitary Hormones, Posterior|Posterior Pituitary Lobe Hormones|Proteins|Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins|Vasoconstrictor Agents|Vasopressin and Analogues|Vasopressins
DB00068	Interferon beta-1b	biotech	approved	Adjuvants, Immunologic|Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|Biological Factors|Cytokines|Immunologic Factors|Immunomodulatory Agents|Immunosuppressive Agents|Intercellular Signaling Peptides and Proteins|Interferon Type I|Interferon-beta|Interferons|Myelosuppressive Agents|Peptides|Proteins|Recombinant Human Interferon beta
DB00069	Interferon alfacon-1	biotech	approved|investigational	Adjuvants, Immunologic|Alfa Interferons|Amino Acids, Peptides, and Proteins|Anti-Infective Agents|Antineoplastic and Immunomodulating Agents|Antiviral Agents|Biological Factors|Cytokines|Immunosuppressive Agents|Intercellular Signaling Peptides and Proteins|Interferon alpha|Interferon Type I|Interferons|Myelosuppressive Agents|Peptides|Proteins
DB00070	Hyaluronidase	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antigens|Antigens, Surface|Biological Factors|Blood and Blood Forming Organs|Carbohydrates|Carbon-Oxygen Lyases|Enzymes|Enzymes and Coenzymes|Glycoconjugates|Glycoproteins|Glycoside Hydrolases|Hydrolases|Lyases|Membrane Glycoproteins|Membrane Proteins|Polysaccharide-Lyases|Proteins
DB00071	Insulin Pork	biotech	approved	Alimentary Tract and Metabolism|Amino Acids, Peptides, and Proteins|Blood Glucose Lowering Agents|Drugs Used in Diabetes|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Insulin|Insulins and Analogues|Insulins and Analogues for Injection, Fast-Acting|Insulins and Analogues for Injection, Intermediate- or Long-Acting Combined With Fast-Acting|Insulins and Analogues for Injection, Intermediate-Acting|Insulins and Analogues for Injection, Long-Acting|Pancreatic Hormones|Peptide Hormones|Peptides|Proinsulin|Protein Precursors|Proteins
DB00072	Trastuzumab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Blood Proteins|Cardiotoxic antineoplastic agents|Globulins|HER2 Receptor Antagonist|HER2/Neu/cerbB2 Antagonists|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Proteins|Serum Globulins
DB00073	Rituximab	biotech	approved	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antibodies, Monoclonal, Murine-Derived|Antineoplastic Agents|Biologics for Rheumatoid Arthritis Treatment|Blood Proteins|CD20-directed Antibody Interactions|CD20-directed Cytolytic Antibody|Globulins|Immunoglobulins|Immunologic Factors|Immunoproteins|Immunosuppressive Agents|Myelosuppressive Agents|Proteins|Serum Globulins
DB00074	Basiliximab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Blocking|Antineoplastic and Immunomodulating Agents|Blood Proteins|Globulins|Immunoglobulins|Immunologic Factors|Immunoproteins|Immunosuppressive Agents|Interleukin 2 Receptor Antagonists|Interleukin 2 Receptor-directed Antibody Interactions|Interleukin Inhibitors|Interleukin-2 Receptor Blocking Antibody|Proteins|Recombinant Proteins|Serum Globulins
DB00075	Muromonab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antibodies, Monoclonal, Murine-Derived|Antineoplastic and Immunomodulating Agents|Blood Proteins|CD3 Blocker Immunosuppressant|CD3 Receptor Antagonists|CD3-directed Antibody Interactions|Decreased Immunologic Activity|Globulins|Immunoglobulin G|Immunoglobulin Isotypes|Immunoglobulins|Immunologic Factors|Immunoproteins|Immunosuppressive Agents|Proteins|Selective Immunosuppressants|Serum Globulins
DB00076	Digoxin Immune Fab (Ovine)	biotech	approved	Antidotes|Digoxin Binding Activity|Immunoglobulin G|Immunoglobulins|Serum|Serum Globulins
DB00078	Ibritumomab tiuxetan	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antigens, CD20|Blood Proteins|CD20-directed Antibody Interactions|CD20-directed Radiotherapeutic Antibody|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Lymphoma, B-Cell|Myelosuppressive Agents|Proteins|Radiopharmaceutical Activity|Serum Globulins|Therapeutic Radiopharmaceuticals|Various Therapeutic Radiopharmaceuticals|Yttrium Radioisotopes
DB00080	Daptomycin	small molecule	approved|investigational	Amino Acids, Peptides, and Proteins|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Cyclic Lipopeptides|Lipids|Lipopeptide Antibacterial|Lipopeptides|Peptides|Peptides, Cyclic
DB00081	Tositumomab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antigens, CD20|Antineoplastic Agents|Blood Proteins|CD20-directed Antibody Interactions|CD20-directed Radiotherapeutic Antibody|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Iodine (131I) Compounds|Iodine Radioisotopes|Myelosuppressive Agents|Proteins|Radioimmunotherapy|Radiopharmaceutical Activity|Serum Globulins|Therapeutic Radiopharmaceuticals
DB00082	Pegvisomant	biotech	approved	Acromegaly|Amino Acids, Peptides, and Proteins|Anterior Pituitary Lobe Hormones and Analogues|Cholinesterase Inhibitors|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 Enzyme Inducers|Growth Hormone Receptor Antagonist|Growth Hormone Receptor Antagonists|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hypoglycemia-Associated Agents|Pegylated agents|Peptide Hormones|Peptides|Pituitary and Hypothalamic Hormones and Analogues|Pituitary Hormones|Pituitary Hormones, Anterior|Receptors, Somatotropin, antagonists & inhibitors|Somatotropin Antagonists|Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins
DB00083	Botulinum Toxin Type A	biotech	approved|investigational	Acetylcholine Release Inhibitors|Agents that produce neuromuscular block (indirect)|Amino Acids, Peptides, and Proteins|Bacterial Proteins|Bacterial Toxins|Biological Factors|Botulinum Toxins|Central Nervous System Depressants|Cholinergic Agents|Endopeptidases|Enzymes|Enzymes and Coenzymes|Ganglion Blockers|Hydrolases|Membrane Transport Modulators|Metalloendopeptidases|Metalloproteases|Muscle Relaxants|Muscle Relaxants, Peripherally Acting Agents|Musculo-Skeletal System|Neuromuscular Agents|Neurotoxins|Neurotransmitter Agents|Noxae|Other Miscellaneous Therapeutic Agents|Peptide Hydrolases|Peripheral Nervous System Agents|Proteins|Toxic Actions|Toxins, Biological
DB00085	Pancrelipase	biotech	approved|investigational	Alimentary Tract and Metabolism|Carboxylic Ester Hydrolases|Complex Mixtures|Digestives, Incl. Enzymes|Enzyme Preparations|Enzymes|Enzymes and Coenzymes|Esterases|Gastrointestinal Agents|Hydrolases|Lipase|Pancreatic Extracts|Tissue Extracts
DB00086	Streptokinase	biotech	approved|investigational	Agents causing angioedema|Amino Acids, Peptides, and Proteins|Anticoagulants|Biological Factors|Blood and Blood Forming Organs|Blood Proteins|Cardiovascular Agents|Endopeptidases|Enzymes|Enzymes and Coenzymes|Fibrin Modulating Agents|Fibrinolytic Agents|Hematologic Agents|Hydrolases|Hypotensive Agents|Peptide Hydrolases|Plasminogen Activators|Proteins|Serine Endopeptidases|Serine Proteases
DB00087	Alemtuzumab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Blood Proteins|CD52-directed Antibody Interactions|CD52-directed Cytolytic Antibody|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Myelosuppressive Agents|Proteins|Selective Immunosuppressants|Serum Globulins
DB00088	Alglucerase	biotech	approved|investigational	Alimentary Tract and Metabolism|Enzyme Replacement Therapy|Enzymes|Enzymes and Coenzymes|Gaucher Disease|Glucosidases|Glycoside Hydrolases|Hydrolases|Hydrolytic Lysosomal Glucocerebroside-specific Enzyme|Recombinant Proteins
DB00089	Capromab pendetide	biotech	approved	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Diagnostic Radiopharmaceuticals|Globulins|Immunoglobulins|Immunoproteins|Indicators and Reagents|Indium (111In) Compounds|Indium Radioisotopes|Laboratory Chemicals|Prostatic Neoplasms|Proteins|Serum Globulins|Tumour Detection
DB00090	Laronidase	biotech	approved	Alimentary Tract and Metabolism|Enzymes|Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
DB00091	Ciclosporin	small molecule	approved|investigational|vet_approved	Agents causing hyperkalemia|Agents that produce hypertension|Agents that produce neuromuscular block (indirect)|Agents that reduce seizure threshold|Amino Acids, Peptides, and Proteins|Anti-Infective Agents|Anti-Inflammatory Agents|Anti-inflammatory Agents, Miscellaneous|Antifungal Agents|Antineoplastic and Immunomodulating Agents|BCRP/ABCG2 Inhibitors|BSEP/ABCB11 Inhibitors|Calcineurin Inhibitor Immunosuppressant|Calcineurin Inhibitors|Cyclosporins|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C8 Inhibitors|Cytochrome P-450 CYP2C8 Inhibitors (weak)|Cytochrome P-450 CYP2C9 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (moderate)|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (moderate)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Inducers|Cytochrome P-450 CYP3A5 Inducers (moderate)|Cytochrome P-450 CYP3A5 Inhibitors|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 CYP3A7 Inducers|Cytochrome P-450 CYP3A7 Inducers (moderate)|Cytochrome P-450 CYP3A7 Substrates|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P450 3A4 Inhibitors|Dermatologicals|Enzyme Inhibitors|Immunologic Factors|Immunosuppressive Agents|Narrow Therapeutic Index Drugs|Nephrotoxic agents|Neurotoxic agents|OATP1B1/SLCO1B1 Inhibitors|OATP1B3 inhibitors|Ophthalmologicals|P-glycoprotein/ABCB1 Inducers|P-glycoprotein/ABCB1 Inhibitors|P-glycoprotein/ABCB1 Substrates|Peptides|Peptides, Cyclic|Sensory Organs
DB00092	Alefacept	biotech	approved|investigational|withdrawn	Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|CD2-directed Antibody Interactions|CD2-directed LFA-3/Fc Fusion Protein|Dermatologicals|Immunosuppressive Agents|Proteins|Psoriasis|Recombinant Proteins|Selective Immunosuppressants
DB00093	Felypressin	small molecule	experimental	Amino Acids, Peptides, and Proteins|Cardiovascular Agents|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Lypressin|Nerve Tissue Proteins|Neuropeptides|Oligopeptides|Peptide Hormones|Peptides|Pituitary Hormones|Pituitary Hormones, Posterior|Proteins|Vasoconstrictor Agents|Vasopressin and Analogues|Vasopressins
DB00094	Urofollitropin	biotech	approved|vet_approved	Amino Acids, Peptides, and Proteins|Biological Products|Complex Mixtures|Genito Urinary System and Sex Hormones|Gonadotropins|Gonadotropins, Pituitary|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Menotropins|Peptide Hormones|Peptides|Pituitary Hormones|Pituitary Hormones, Anterior|Sex Hormones and Modulators of the Genital System
DB00095	Efalizumab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antigens, CD11|Antineoplastic and Immunomodulating Agents|Blood Proteins|CD11a-directed Antibody Interactions|CD11a-directed Humanized IgG1 Antibody|Cell Migration Inhibition|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Proteins|Selective Immunosuppressants|Serum Globulins
DB00097	Choriogonadotropin alfa	biotech	approved	Genito Urinary System and Sex Hormones|Gonadotropins|Sex Hormones and Modulators of the Genital System
DB00098	Antithymocyte immunoglobulin (rabbit)	biotech	approved	Amino Acids, Peptides, and Proteins|Antibodies|Antibody-Surface Protein Interactions|Antineoplastic and Immunomodulating Agents|Biological Products|Blood|Blood Proteins|Body Fluids|Complex Mixtures|Fluids and Secretions|Globulins|Hemic and Immune Systems|Immune Sera|Immunoglobulin G|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Increased T Lymphocyte Destruction|Lymphocyte Function Alteration|Miscellaneous Therapeutic Agents|Proteins|Selective Immunosuppressants|Serum|Serum Globulins
DB00099	Filgrastim	biotech	approved	Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|Biological Factors|Colony-Stimulating Factors|Glycoconjugates|Glycoproteins|Granulocyte Colony-Stimulating Factor|Hematologic Agents|Hematopoietic Cell Growth Factors|Increased Myeloid Cell Production|Leukocyte Growth Factor|Peptides|Proteins
DB00100	Coagulation Factor IX (Recombinant)	biotech	approved|investigational	Blood and Blood Forming Organs|Blood Coagulation Factors|Hemostatics|Increased Coagulation Activity
DB00102	Becaplermin	biotech	approved|investigational	Alimentary Tract and Metabolism|Amino Acids, Peptides, and Proteins|Angiogenesis Inducing Agents|Angiogenesis Modulating Agents|Biological Factors|Blood Proteins|Cicatrizants|Dermatologicals|DNA-Binding Proteins|Growth Substances|Human Platelet-derived Growth Factor|Intercellular Signaling Peptides and Proteins|Neoplasm Proteins|Oncogene Proteins|Peptides|Platelet-Derived Growth Factor|Preparations for Treatment of Wounds and Ulcers|Proteins|Proto-Oncogene Proteins|Recombinant Proteins|Stomatological Preparations
DB00103	Agalsidase beta	biotech	approved|investigational	Alimentary Tract and Metabolism|Amino Acids, Peptides, and Proteins|Enzymes|Enzymes and Coenzymes|Fabry Disease|Galactosidases|Glycoside Hydrolases|Hydrolases|Hydrolytic Lysosomal Neutral Glycosphingolipid-specific Enzyme|Protein Isoforms|Proteins
DB00104	Octreotide	small molecule	approved|investigational	Amino Acids, Peptides, and Proteins|Antineoplastic Agents|Antineoplastic Agents, Hormonal|Bradycardia-Causing Agents|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (weak)|Cytochrome P-450 Enzyme Inhibitors|Gastrointestinal Agents|Hyperglycemia-Associated Agents|Hypoglycemia-Associated Agents|Hypothalamic Hormones|Miscellaneous Therapeutic Agents|P-glycoprotein/ABCB1 Substrates|Peptides|Peptides, Cyclic|Pituitary and Hypothalamic Hormones and Analogues|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Somatostatin and Analogues|Somatostatin Receptor Agonists|Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins
DB00105	Interferon Alfa-2b, Recombinant	biotech	approved	Adjuvants, Immunologic|Alfa Interferons|Amino Acids, Peptides, and Proteins|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Biological Factors|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 Enzyme Inhibitors|Cytokines|Immunosuppressive Agents|Intercellular Signaling Peptides and Proteins|Interferon alpha|Interferon Type I|Interferons|Myelosuppressive Agents|Peptides|Proteins
DB00106	Abarelix	small molecule	approved|investigational|withdrawn	Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|Endocrine Therapy|Hormone Antagonists|Hormone Antagonists and Related Agents|Hormones, Hormone Substitutes, and Hormone Antagonists|Peptides
DB00107	Oxytocin	biotech	approved|vet_approved	Amino Acids, Peptides, and Proteins|Genito Urinary System and Sex Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Increased Uterine Smooth Muscle Contraction or Tone|Oxytocin and Analogues|Peptide Hormones|Peptides|Pituitary and Hypothalamic Hormones and Analogues|Pituitary Hormones|Pituitary Hormones, Posterior|Posterior Pituitary Lobe Hormones|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Reproductive Control Agents|Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins|Uterotonic agents
DB00108	Natalizumab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Antineoplastic and Immunomodulating Agents|Blood Proteins|Globulins|Immunoglobulins|Immunologic Factors|Immunomodulatory Agents|Immunoproteins|Immunosuppressive Agents|Integrin Receptor Antagonist|Integrin Receptor Antagonists|Proteins|Selective Immunosuppressants|Serum Globulins
DB00109	Enfuvirtide	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Anti-HIV Agents|Anti-Infective Agents|Anti-Retroviral Agents|Antigens|Antigens, Viral|Antiinfectives for Systemic Use|Antiviral Agents|Antivirals for Systemic Use|Biological Factors|Direct Acting Antivirals|env Gene Products, Human Immunodeficiency Virus|Fusion Protein Inhibitors|Gene Products, env|HIV Antigens|HIV Fusion Inhibitors|Human Immunodeficiency Virus 1 Fusion Inhibitor|Human Immunodeficiency Virus Proteins|Membrane Fusion Proteins|Membrane Proteins|Peptides|Polyproteins|Proteins|Retroviridae Proteins|Viral Envelope Proteins|Viral Fusion Protein Inhibitors|Viral Fusion Proteins|Viral Proteins|Viral Structural Proteins
